05.02.2022	6	12	66	75	76	78	27	76
02.02.2022	31	38	40	42	50	71	64	53
31.01.2022	17	28	44	59	66	80	90	29
29.01.2022	3	8	23	61	63	64	65	11
26.01.2022	30	50	58	71	87	88	15	17
24.01.2022	6	24	37	56	71	83	10	36
22.01.2022	15	56	61	64	68	86	4	74
19.01.2022	17	40	47	50	63	75	14	40
17.01.2022	4	25	32	44	67	75	54	78
15.01.2022	6	19	22	23	27	84	26	25
12.01.2022	1	9	39	59	64	68	55	24
10.01.2022	36	55	60	64	70	86	44	56
08.01.2022	18	39	49	60	75	77	13	87
05.01.2022	7	18	20	37	61	88	10	13
03.01.2022	25	36	45	57	70	87	86	46
01.01.2022	9	60	72	77	78	90	20	77
29.12.2021	34	43	47	57	73	89	85	35
27.12.2021	6	36	54	55	85	88	64	44
25.12.2021	10	45	53	66	77	88	64	49
22.12.2021	6	12	14	48	55	72	18	2
20.12.2021	7	18	63	67	69	78	10	24
18.12.2021	2	13	14	33	63	88	70	27
15.12.2021	2	21	24	45	83	84	58	35
13.12.2021	1	9	18	41	56	79	83	11
11.12.2021	18	33	41	59	77	87	6	24
08.12.2021	5	17	26	44	58	71	63	56
06.12.2021	35	37	38	56	79	88	36	26
04.12.2021	15	36	39	45	81	89	69	22
01.12.2021	5	34	47	61	64	66	48	9
29.11.2021	27	35	37	42	60	63	49	20
27.11.2021	17	43	46	61	69	89	41	56
24.11.2021	32	52	71	73	77	84	15	16
22.11.2021	7	47	48	62	69	83	23	83
20.11.2021	13	43	48	53	63	67	74	13
17.11.2021	53	56	61	65	71	81	16	55
15.11.2021	13	15	43	51	71	88	50	84
13.11.2021	31	47	67	74	79	86	29	65
10.11.2021	8	31	32	55	65	71	84	21
08.11.2021	16	25	36	54	56	61	4	84
06.11.2021	23	35	37	52	59	65	73	28
03.11.2021	16	24	40	57	68	78	37	1
01.11.2021	34	44	62	69	72	86	27	70
30.10.2021	36	40	41	54	55	64	48	16
27.10.2021	2	18	25	36	45	65	26	24
25.10.2021	7	22	30	37	60	67	61	31
23.10.2021	26	36	49	74	80	81	61	16
20.10.2021	5	11	30	40	56	61	46	62
18.10.2021	23	26	34	44	46	50	49	0
16.10.2021	17	24	27	47	57	68	13	0
13.10.2021	5	39	58	60	66	75	86	0
11.10.2021	17	42	50	76	84	89	12	0
09.10.2021	16	18	50	52	69	86	17	0
06.10.2021	2	3	4	36	44	89	34	0
04.10.2021	1	19	26	41	69	77	90	0
02.10.2021	15	33	43	63	80	90	86	0
29.09.2021	11	14	24	47	67	84	90	0
27.09.2021	29	32	50	61	80	84	24	0
25.09.2021	4	22	24	27	72	77	32	0
22.09.2021	11	13	37	42	59	82	78	0
20.09.2021	1	12	15	16	20	70	54	0
18.09.2021	9	19	47	48	67	90	20	0
15.09.2021	6	33	49	65	68	80	20	0
13.09.2021	9	12	20	25	41	89	76	0
11.09.2021	3	4	11	18	19	32	28	0
08.09.2021	23	51	53	58	68	75	54	0
06.09.2021	16	38	50	56	77	82	85	0
04.09.2021	3	21	27	32	40	49	26	0
01.09.2021	5	8	21	27	50	78	20	0
30.08.2021	30	46	48	68	87	88	42	0
28.08.2021	16	25	58	66	80	89	55	0
25.08.2021	22	34	49	54	63	89	57	0
23.08.2021	12	14	23	31	32	87	77	0
21.08.2021	14	40	41	44	72	77	43	0
18.08.2021	36	41	48	59	64	84	54	0
16.08.2021	29	44	45	67	84	86	5	0
14.08.2021	2	5	44	64	71	80	54	0
11.08.2021	8	35	38	57	74	80	16	0
09.08.2021	22	30	42	44	66	77	18	0
07.08.2021	6	43	49	83	85	86	55	0
04.08.2021	23	33	35	51	59	67	89	0
02.08.2021	6	10	26	65	69	90	49	0
31.07.2021	8	14	15	16	36	64	33	0
28.07.2021	18	20	33	40	74	86	68	0
26.07.2021	1	8	50	68	83	87	43	0
24.07.2021	13	24	47	73	75	76	10	0
21.07.2021	8	22	52	60	83	89	39	0
19.07.2021	2	9	31	61	85	88	83	0
17.07.2021	1	5	6	43	52	55	84	0
14.07.2021	12	44	45	52	67	71	55	0
12.07.2021	2	19	23	51	73	90	42	0
10.07.2021	8	46	58	66	71	73	84	0
07.07.2021	11	23	42	47	48	59	18	0
05.07.2021	29	60	62	63	76	81	87	0
03.07.2021	14	52	56	76	84	85	35	0
30.06.2021	40	53	55	67	78	87	13	0
28.06.2021	7	44	45	57	62	66	88	0
26.06.2021	7	22	26	31	82	84	33	0
23.06.2021	28	48	59	61	65	67	47	0
21.06.2021	8	25	46	52	77	79	48	0
19.06.2021	21	24	25	48	72	76	43	0
16.06.2021	10	12	17	40	52	83	57	0
14.06.2021	13	23	40	41	62	77	1	0
12.06.2021	5	13	15	37	52	78	88	0
09.06.2021	15	26	61	66	79	82	80	0
07.06.2021	24	52	60	62	87	89	32	0
05.06.2021	2	7	30	32	67	73	34	0
02.06.2021	16	43	46	48	60	72	80	0
31.05.2021	6	21	32	58	88	90	82	0
29.05.2021	7	17	39	44	55	67	63	0
26.05.2021	47	48	49	52	58	85	15	0
24.05.2021	7	16	59	69	78	89	8	0
22.05.2021	1	11	56	59	80	81	40	0
19.05.2021	10	11	24	53	71	90	77	0
17.05.2021	21	46	48	62	89	90	6	0
15.05.2021	17	29	52	74	77	85	9	0
12.05.2021	13	43	45	70	76	86	7	0
10.05.2021	7	19	49	55	61	89	53	0
08.05.2021	1	15	43	62	64	85	57	0
05.05.2021	1	3	21	58	70	82	5	0
03.05.2021	3	12	60	65	67	85	49	0
01.05.2021	14	15	17	54	68	82	88	0
28.04.2021	1	15	32	50	55	69	17	0
26.04.2021	3	34	42	52	66	70	28	0
24.04.2021	6	19	29	51	62	81	30	0
21.04.2021	13	33	58	74	78	89	46	0
19.04.2021	12	23	56	79	82	86	5	0
17.04.2021	27	39	56	73	83	84	23	0
14.04.2021	2	4	21	37	63	73	81	0
12.04.2021	18	48	66	72	88	90	5	0
10.04.2021	5	21	30	43	45	60	39	0
07.04.2021	13	53	64	69	78	80	42	0
05.04.2021	19	35	39	62	64	86	90	0
03.04.2021	8	34	39	65	72	73	11	0
31.03.2021	1	3	59	83	84	88	37	0
29.03.2021	5	21	41	51	56	66	23	0
27.03.2021	3	11	21	28	62	83	7	0
24.03.2021	3	4	11	22	37	88	43	0
22.03.2021	9	12	39	64	70	89	40	0
20.03.2021	6	22	28	50	72	90	74	0
17.03.2021	7	13	15	69	78	79	10	0
15.03.2021	23	27	37	56	79	83	71	0
13.03.2021	11	19	25	32	54	71	61	0
10.03.2021	4	23	30	49	53	87	22	0
08.03.2021	22	38	45	47	70	87	24	0
06.03.2021	8	12	20	31	45	87	62	0
03.03.2021	2	11	13	34	47	74	84	0
01.03.2021	5	30	46	60	69	84	1	0
27.02.2021	2	14	29	30	69	80	53	0
24.02.2021	9	26	30	43	54	73	63	0
22.02.2021	23	35	59	64	75	81	66	0
20.02.2021	11	26	33	63	69	83	45	0
17.02.2021	10	12	57	75	80	83	25	0
15.02.2021	8	11	16	47	64	87	15	0
13.02.2021	3	20	24	47	63	69	32	0
10.02.2021	21	24	31	38	46	71	10	0
08.02.2021	1	5	13	33	40	52	12	0
06.02.2021	24	32	33	34	45	61	81	0
03.02.2021	5	41	45	52	65	89	20	0
01.02.2021	15	51	55	60	62	90	11	0
30.01.2021	4	12	21	29	42	90	51	0
27.01.2021	20	62	64	71	73	78	18	0
25.01.2021	15	18	61	70	74	90	29	0
23.01.2021	4	5	18	37	41	60	40	0
20.01.2021	19	24	39	61	63	73	6	0
18.01.2021	23	29	43	68	88	90	85	0
16.01.2021	43	71	73	75	86	88	79	0
13.01.2021	18	28	41	57	71	88	58	0
11.01.2021	6	20	32	54	73	88	11	0
09.01.2021	8	32	33	62	82	83	43	0
06.01.2021	1	32	60	62	63	74	20	0
04.01.2021	6	7	41	63	81	83	18	0
02.01.2021	3	7	9	22	27	70	20	0
30.12.2020	1	31	45	53	58	72	23	0
28.12.2020	28	44	46	68	74	82	29	0
26.12.2020	18	33	38	42	56	79	89	0
23.12.2020	12	27	42	52	72	89	33	0
21.12.2020	4	5	56	63	66	75	71	0
19.12.2020	14	27	63	65	71	77	38	0
16.12.2020	13	49	62	69	79	89	56	0
14.12.2020	3	6	32	60	74	76	68	0
12.12.2020	12	23	28	31	43	60	7	0
09.12.2020	9	13	27	53	62	90	24	0
07.12.2020	21	39	57	58	74	81	63	0
05.12.2020	5	20	22	27	70	76	79	0
02.12.2020	29	32	36	46	72	77	45	0
30.11.2020	7	8	22	48	57	87	32	0
28.11.2020	3	21	31	42	65	80	18	0
25.11.2020	39	42	46	53	78	87	90	0
23.11.2020	8	22	42	52	55	71	49	0
21.11.2020	17	46	61	66	78	83	9	0
18.11.2020	8	22	50	55	71	87	18	0
16.11.2020	29	33	39	49	56	89	19	0
14.11.2020	1	6	14	15	30	72	22	0
11.11.2020	12	20	38	72	74	87	14	0
09.11.2020	5	11	32	69	70	77	28	0
07.11.2020	16	43	64	73	85	88	24	0
04.11.2020	7	8	39	55	61	72	60	0
02.11.2020	5	20	22	49	55	73	74	0
31.10.2020	15	16	19	74	75	81	20	0
28.10.2020	18	23	44	52	59	72	74	0
26.10.2020	44	71	74	76	83	87	37	0
24.10.2020	1	13	15	27	59	75	28	0
21.10.2020	13	22	37	43	66	87	65	0
19.10.2020	29	45	52	81	82	86	26	0
17.10.2020	25	35	36	50	79	82	83	0
14.10.2020	14	26	28	62	74	84	21	0
12.10.2020	18	22	50	52	67	73	27	0
10.10.2020	37	42	43	62	77	87	59	0
07.10.2020	17	26	37	38	41	85	67	0
05.10.2020	18	44	46	48	56	79	39	0
03.10.2020	5	23	24	54	83	87	52	0
30.09.2020	8	25	28	35	43	59	77	0
28.09.2020	16	20	23	45	54	58	47	0
26.09.2020	9	14	41	44	49	80	38	0
23.09.2020	5	6	14	21	31	90	11	0
21.09.2020	3	37	53	65	74	75	35	0
19.09.2020	19	44	45	61	71	87	83	0
16.09.2020	19	25	35	47	57	85	55	0
14.09.2020	1	48	54	65	72	82	23	0
12.09.2020	6	52	54	71	74	90	48	0
09.09.2020	1	21	29	41	44	72	86	0
07.09.2020	30	35	57	71	73	77	24	0
05.09.2020	18	54	61	70	75	85	87	0
02.09.2020	11	12	21	27	73	88	86	0
31.08.2020	2	11	15	30	35	53	67	0
29.08.2020	1	18	19	85	87	89	13	0
26.08.2020	13	27	38	58	59	67	45	0
24.08.2020	11	27	38	45	58	88	33	0
22.08.2020	1	8	18	51	55	70	36	0
19.08.2020	32	33	34	47	82	89	86	0
17.08.2020	5	18	25	44	55	82	49	0
15.08.2020	7	52	74	79	83	85	30	0
12.08.2020	10	39	67	80	82	87	2	0
10.08.2020	1	4	17	19	51	63	6	0
08.08.2020	11	31	33	44	68	78	14	0
05.08.2020	46	56	59	65	83	84	48	0
03.08.2020	4	34	39	42	47	61	72	0
